-2.0,-1.2000000000000002,0.0,1.198437786022534,-0.11532184080758993,0.12
-2.0,-1.2000000000000002,0.2,1.198437786022534,-0.11532184080758993,0.0970820393249937
-2.0,-1.2000000000000002,0.4,1.198437786022534,-0.11532184080758993,0.037082039324993696
-2.0,-1.2000000000000002,0.6000000000000001,1.198437786022534,-0.11532184080758993,-0.0370820393249937
-2.0,-1.2000000000000002,0.8,1.198437786022534,-0.11532184080758993,-0.09708203932499368
-2.0,-1.2000000000000002,1.0,1.198437786022534,-0.11532184080758993,-0.12
-2.0,-1.1,0.0,1.1980337974724493,-0.1443588251106354,0.12
-2.0,-1.1,0.2,1.1980337974724493,-0.1443588251106354,0.0970820393249937
-2.0,-1.1,0.4,1.1980337974724493,-0.1443588251106354,0.037082039324993696
-2.0,-1.1,0.6000000000000001,1.1980337974724493,-0.1443588251106354,-0.0370820393249937
-2.0,-1.1,0.8,1.1980337974724493,-0.1443588251106354,-0.09708203932499368
-2.0,-1.1,1.0,1.1980337974724493,-0.1443588251106354,-0.12
-2.0,-1.0,0.0,1.1975743390803293,-0.17195342375185865,0.12
-2.0,-1.0,0.2,1.1975743390803293,-0.17195342375185865,0.0970820393249937
-2.0,-1.0,0.4,1.1975743390803293,-0.17195342375185865,0.037082039324993696
-2.0,-1.0,0.6000000000000001,1.1975743390803293,-0.17195342375185865,-0.0370820393249937
-2.0,-1.0,0.8,1.1975743390803293,-0.17195342375185865,-0.09708203932499368
-2.0,-1.0,1.0,1.1975743390803293,-0.17195342375185865,-0.12
-2.0,-0.9,0.0,1.1970667705088351,-0.19782992062319807,0.12
-2.0,-0.9,0.2,1.1970667705088351,-0.19782992062319807,0.0970820393249937
-2.0,-0.9,0.4,1.1970667705088351,-0.19782992062319807,0.037082039324993696
-2.0,-0.9,0.6000000000000001,1.1970667705088351,-0.19782992062319807,-0.0370820393249937
-2.0,-0.9,0.8,1.1970667705088351,-0.19782992062319807,-0.09708203932499368
-2.0,-0.9,1.0,1.1970667705088351,-0.19782992062319807,-0.12
-2.0,-0.8,0.0,1.1965232288540864,-0.22172976632154795,0.12
-2.0,-0.8,0.2,1.1965232288540864,-0.22172976632154795,0.0970820393249937
-2.0,-0.8,0.4,1.1965232288540864,-0.22172976632154795,0.037082039324993696
-2.0,-0.8,0.6000000000000001,1.1965232288540864,-0.22172976632154795,-0.0370820393249937
-2.0,-0.8,0.8,1.1965232288540864,-0.22172976632154795,-0.09708203932499368
-2.0,-0.8,1.0,1.1965232288540864,-0.22172976632154795,-0.12
-2.0,-0.7000000000000001,0.0,1.195960568228548,-0.24341416148892897,0.12
-2.0,-0.7000000000000001,0.2,1.195960568228548,-0.24341416148892897,0.0970820393249937
-2.0,-0.7000000000000001,0.4,1.195960568228548,-0.24341416148892897,0.037082039324993696
-2.0,-0.7000000000000001,0.6000000000000001,1.195960568228548,-0.24341416148892897,-0.0370820393249937
-2.0,-0.7000000000000001,0.8,1.195960568228548,-0.24341416148892897,-0.09708203932499368
-2.0,-0.7000000000000001,1.0,1.195960568228548,-0.24341416148892897,-0.12
-2.0,-0.6000000000000001,0.0,1.1953997804461671,-0.26266644281673673,0.12
-2.0,-0.6000000000000001,0.2,1.1953997804461671,-0.26266644281673673,0.0970820393249937
-2.0,-0.6000000000000001,0.4,1.1953997804461671,-0.26266644281673673,0.037082039324993696
-2.0,-0.6000000000000001,0.6000000000000001,1.1953997804461671,-0.26266644281673673,-0.0370820393249937
-2.0,-0.6000000000000001,0.8,1.1953997804461671,-0.26266644281673673,-0.09708203932499368
-2.0,-0.6000000000000001,1.0,1.1953997804461671,-0.26266644281673673,-0.12
-2.0,-0.5,0.0,1.1948648757927602,-0.2792942478739019,0.12
